ID,Idioma,Nombre_Idioma,Texto_Original,Texto_Optimizado,Tokens_Original,Tokens_Optimizados,Similitud,Reduccion_Tokens,Pct_Reduccion,Cumple_Restriccion
113,eng_Latn,English,"Australia's former conservative government refused to ratify Kyoto, saying it would damage the economy with its heavy reliance on coal exports, while countries like India and China were not bound by emissions targets.","Australia's former conservative government refused to ratify Kyoto, saying it would damage the economy with its heavy reliance on coal exports, while countries like India and China were not bound by emissions targets.",38,38,1.0000001,0,0.0,True
114,eng_Latn,English,It is the biggest acquisition in eBay's history.,It is the biggest acquisition in eBay's history.,10,10,1.0,0,0.0,True
115,eng_Latn,English,"The company hopes to diversify its profit sources and gain popularity in areas where Skype holds a strong position, such as China, Eastern Europe, and Brazil.","The company hopes to diversify its profit sources and gain popularity in areas where Skype holds a strong position, such as China, Eastern Europe, and Brazil.",31,31,0.9999999,0,0.0,True
116,eng_Latn,English,Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring.,Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring.,22,22,1.0000001,0,0.0,True
117,eng_Latn,English,"Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.","Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.",26,26,1.0,0,0.0,True
118,eng_Latn,English,The game publisher Konami stated today in a Japanese newspaper that they will not be releasing the game Six Days in Fallujah.,The game publisher Konami stated today in a Japanese newspaper that they will not be releasing the game Six Days in Fallujah.,26,26,0.9999999,0,0.0,True
119,eng_Latn,English,"The game is based on the Second Battle of Fallujah, a vicious battle between American and Iraqi forces.","The game is based on the Second Battle of Fallujah, a vicious battle between American and Iraqi forces.",22,22,0.99999994,0,0.0,True
120,eng_Latn,English,"The ACMA also found that despite the video being streamed on the Internet, Big Brother had not breached online content censorship laws as the media had not been stored on Big Brother's website.","The ACMA also found that despite the video being streamed on the Internet, Big Brother had not breached online content censorship laws as the media had not been stored on Big Brother's website.",37,37,1.0000002,0,0.0,True
121,eng_Latn,English,"The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.","The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.",27,27,0.99999994,0,0.0,True
122,eng_Latn,English,"The United States embassy located in Nairobi, Kenya has issued a warning that ""extremists from Somalia"" are planning to launch suicide bomb attacks in Kenya and Ethiopia.","The United States embassy located in Nairobi, Kenya has issued a warning that ""extremists from Somalia"" are planning to launch suicide bomb attacks in Kenya and Ethiopia.",33,33,1.0,0,0.0,True
123,eng_Latn,English,"The U.S. says it has received information from an undisclosed source that specifically mentions the use of suicide bombers to will blow up ""prominent landmarks"" in Ethiopia and Kenya.","The U.S. says it has received information from an undisclosed source that specifically mentions the use of suicide bombers to will blow up ""prominent landmarks"" in Ethiopia and Kenya.",35,35,1.0,0,0.0,True
124,eng_Latn,English,"Long before The Daily Show and The Colbert Report, Heck and Johnson envisioned a publication that would parody the news—and news reporting—when they were students at UW in 1988.","Long before The Daily Show and The Colbert Report, Heck and Johnson envisioned a publication that would parody the news—and news reporting—when they were students at UW in 1988.",36,36,1.0,0,0.0,True
125,eng_Latn,English,"Since its inception, The Onion has become a veritable news parody empire, with a print edition, a website that drew 5,000,000 unique visitors in the month of October, personal ads, a 24 hour news network, podcasts, and a recently launched world atlas called Our Dumb World.","Since its inception, The Onion has become a veritable news parody empire, with a print edition, a website that drew 5,000,000 unique visitors in the month of October, personal ads, a 24 hour news network, podcasts, and a recently launched world atlas called Our Dumb World.",62,62,1.0,0,0.0,True
126,eng_Latn,English,Al Gore and General Tommy Franks casually rattle off their favorite headlines (Gore's was when The Onion reported he and Tipper were having the best sex of their lives after his 2000 Electoral College defeat).,Al Gore and General Tommy Franks casually rattle off their favorite headlines (Gore's was when The Onion reported he and Tipper were having the best sex of their lives after his 2000 Electoral College defeat).,44,44,1.0,0,0.0,True
127,eng_Latn,English,Many of their writers have gone on to wield great influence on Jon Stewart and Stephen Colbert's news parody shows.,Many of their writers have gone on to wield great influence on Jon Stewart and Stephen Colbert's news parody shows.,22,22,1.0,0,0.0,True
128,eng_Latn,English,The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.,The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis.,34,34,1.0,0,0.0,True
129,eng_Latn,English,"The city will be the first in southeastern Europe to host CowParade, the world's largest public art event, between June and August this year.","The city will be the first in southeastern Europe to host CowParade, the world's largest public art event, between June and August this year.",30,30,1.0,0,0.0,True
130,eng_Latn,English,Today's announcement also extended the government's commitment made in March of this year to fund extra carriages.,Today's announcement also extended the government's commitment made in March of this year to fund extra carriages.,21,21,1.0,0,0.0,True
131,eng_Latn,English,"An additional 300 brings the total to 1,300 carriages to be acquired to relieve overcrowding.","An additional 300 brings the total to 1,300 carriages to be acquired to relieve overcrowding.",22,22,1.0,0,0.0,True
132,eng_Latn,English,"Christopher Garcia, a spokesperson of the Los Angeles Police Department, said the suspected male offender is being investigated for trespassing rather than vandalism.","Christopher Garcia, a spokesperson of the Los Angeles Police Department, said the suspected male offender is being investigated for trespassing rather than vandalism.",27,27,1.0,0,0.0,True
133,eng_Latn,English,"The sign was not physically damaged; the modification was done using black tarpaulins decorated with signs of peace and heart to alter the ""O"" to read lowercase ""e"".","The sign was not physically damaged; the modification was done using black tarpaulins decorated with signs of peace and heart to alter the ""O"" to read lowercase ""e"".",36,36,1.0000001,0,0.0,True
134,eng_Latn,English,"Red tide is caused by a higher than normal concentration of Karenia brevis, a naturally-occurring single-celled marine organism.","Red tide is caused by a higher than normal concentration of Karenia brevis, a naturally-occurring single-celled marine organism.",27,27,1.0,0,0.0,True
135,eng_Latn,English,"Natural factors can intersect to produce ideal conditions, allowing this algae to increase in number dramatically.","Natural factors can intersect to produce ideal conditions, allowing this algae to increase in number dramatically.",18,18,0.9999999,0,0.0,True
136,eng_Latn,English,The algae produces a neurotoxin that can disable nerves in both humans and fish.,The algae produces a neurotoxin that can disable nerves in both humans and fish.,17,17,1.0,0,0.0,True
137,eng_Latn,English,Fish often die because of the high concentrations of the toxin in the waters.,Fish often die because of the high concentrations of the toxin in the waters.,15,15,1.0,0,0.0,True
138,eng_Latn,English,Humans can be affected by breathing affected water taken into the air by wind and waves.,Humans can be affected by breathing affected water taken into the air by wind and waves.,17,17,1.0,0,0.0,True
139,eng_Latn,English,"At its peak, Tropical Cyclone Gonu, named for a bag of palm leaves in the language of the Maldives, reached sustained winds of 240 kilometers an hour (149 miles per hour) .","At its peak, Tropical Cyclone Gonu, named for a bag of palm leaves in the language of the Maldives, reached sustained winds of 240 kilometers an hour (149 miles per hour).",41,40,0.9998675,1,2.4390243902439024,True
